lineItem/UsageType,lineItem/LineItemDescription,product/ProductName,lineItem/UnblendedCost,lineItem/UnblendedRate,lineItem/UsageAmount
USW2-CW:MetricMonitorUsage,"$0.30 per metric-month for the first 10,000 metrics - US West (Oregon)",AmazonCloudWatch,3.0463709289000027,0.2999999999999998,10.154569621000002
USW2-CW:MetricMonitorUsage,Tax for product code AmazonCloudWatch usage type USW2-CW:MetricMonitorUsage,AmazonCloudWatch,0.0,,1.0
USW2-CW:Requests,"$0.00 per request - first 1,000,000 requests",AmazonCloudWatch,0.0,0.0,4097.0
USW2-Catalog-Storage,$0 for AWS Glue Data Catalog storage under the free tier,AWS Glue,0.0,0.0,9.00000000479994
USW2-CloudFront-In-Bytes,$0.00 per GB data transfer in to US West (Oregon) from CloudFront,Amazon Elastic Compute Cloud,0.0,0.0,14.508435882299997
USW2-CloudFront-Out-Bytes,$0.00 per GB data transfer out of US West (Oregon) to CloudFront,Amazon Elastic Compute Cloud,0.0,0.0,0.08284924350000009
USW2-CloudFront-Out-Bytes,$0.00 per GB data transfer out of US West (Oregon) to CloudFront,Amazon Simple Storage Service,0.0,0.0,0.002334498199999999
USW2-DataProcessing-Bytes,$0.008 per GB Data Processed by the LoadBalancer,Amazon Elastic Compute Cloud,0.006336281699999991,0.008000000000000005,0.7920346893999984
USW2-DataProcessing-Bytes,$0.50 per GB log data ingested - US West (Oregon),AmazonCloudWatch,25.0552837066,0.5,50.110567273300035
USW2-DataProcessing-Bytes,First 5GB per month of log data ingested is free.,AmazonCloudWatch,0.0,0.0,4.999999999400001
USW2-DataProcessing-Bytes,Tax for product code AmazonCloudWatch usage type USW2-DataProcessing-Bytes operation PutLogEvents,AmazonCloudWatch,0.0,,1.0
USW2-DataProcessing-Bytes,Tax for product code AmazonEC2 usage type USW2-DataProcessing-Bytes operation LoadBalancing,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-DataTransfer-In-Bytes,$0.000 per GB - data transfer in per month,AWS Lambda,0.0,0.0,2.3879218845999968
USW2-DataTransfer-In-Bytes,$0.000 per GB - data transfer in per month,Amazon Elastic Compute Cloud,0.0,0.0,554.5999460133004
USW2-DataTransfer-In-Bytes,$0.000 per GB - data transfer in per month,Amazon Relational Database Service,0.0,0.0,0.010843164400000002
USW2-DataTransfer-In-Bytes,$0.000 per GB - data transfer in per month,Amazon Simple Email Service,0.0,0.0,1.81171e-05
USW2-DataTransfer-In-Bytes,$0.000 per GB - data transfer in per month,Amazon Simple Notification Service,0.0,0.0,0.0001286909
USW2-DataTransfer-In-Bytes,$0.000 per GB - data transfer in per month,Amazon Simple Queue Service,0.0,0.0,0.44530925709999963
USW2-DataTransfer-In-Bytes,$0.000 per GB - data transfer in per month,Amazon Simple Storage Service,0.0,0.0,7.586966271500004
USW2-DataTransfer-Out-Bytes,$0.000 per GB - first 1 GB of data transferred out per month,AWS Lambda,0.0,0.0,0.0022755546999999997
USW2-DataTransfer-Out-Bytes,$0.000 per GB - first 1 GB of data transferred out per month,Amazon Elastic Compute Cloud,0.0,0.0,0.9627117203000002
USW2-DataTransfer-Out-Bytes,$0.000 per GB - first 1 GB of data transferred out per month,Amazon Simple Queue Service,0.0,0.0,0.0350127103
USW2-DataTransfer-Out-Bytes,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,AWS Elemental MediaStore,1.14e-08,0.09,1.267e-07
USW2-DataTransfer-Out-Bytes,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,AWS Lambda,0.006055250599999997,0.09000000000000165,0.0672805693
USW2-DataTransfer-Out-Bytes,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,Amazon EC2 Container Registry (ECR),0.04174529,0.09,0.4638365553
USW2-DataTransfer-Out-Bytes,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,Amazon Elastic Compute Cloud,56.82149686880005,0.09000000000000255,631.349965124801
USW2-DataTransfer-Out-Bytes,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,Amazon Relational Database Service,0.0011111464000000016,0.09000000000000172,0.012345937499999996
USW2-DataTransfer-Out-Bytes,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,Amazon Simple Email Service,2.3832999999999997e-06,0.09000000000000001,2.64821e-05
USW2-DataTransfer-Out-Bytes,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,Amazon Simple Notification Service,2.666089999999999e-05,0.08999999999999989,0.00029622349999999987
USW2-DataTransfer-Out-Bytes,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,Amazon Simple Queue Service,0.06870569550000002,0.09000000000000168,0.7633966093999993
USW2-DataTransfer-Out-Bytes,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,Amazon Simple Storage Service,44.141841733000085,0.0900000000000002,490.46490816259984
USW2-DataTransfer-Out-Bytes,Tax for product code AWSDataTransfer usage type USW2-DataTransfer-Out-Bytes,AWS Data Transfer,0.0,,1.0
USW2-DataTransfer-Regional-Bytes,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,Amazon Elastic Compute Cloud,171.04996573190004,0.00999999999999945,17104.99655929041
USW2-DataTransfer-Regional-Bytes,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,Amazon Elasticsearch Service,0.05737787560000002,0.009999999999999846,5.737787564000001
USW2-DataTransfer-Regional-Bytes,Tax for product code AWSDataTransfer usage type USW2-DataTransfer-Regional-Bytes,AWS Data Transfer,0.0,,1.0
USW2-DeliveryAttempts-SMTP,"First 1,000 Amazon SNS Email/Email-JSON Notifications per month are free",Amazon Simple Notification Service,0.0,0.0,82.0
USW2-EBS:SnapshotUsage,$0.05 per GB-Month of snapshot data stored - US West (Oregon),Amazon Elastic Compute Cloud,48.7112715252,0.050000000000000024,974.2254303945998
USW2-EBS:SnapshotUsage,Tax for product code AmazonEC2 usage type USW2-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-EBS:VolumeIOUsage,$0.05 per 1 million I/O requests - US West (Oregon),Amazon Elastic Compute Cloud,3.0730132000000046,5.000000000000093e-08,61460264.0
USW2-EBS:VolumeIOUsage,Tax for product code AmazonEC2 usage type USW2-EBS:VolumeIOUsage,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-EBS:VolumeP-IOPS.piops,$0.065 per IOPS-month provisioned - US West (Oregon),Amazon Elastic Compute Cloud,32.36711693630006,0.0650000000000001,497.95564515930056
USW2-EBS:VolumeP-IOPS.piops,Tax for product code AmazonEC2 usage type USW2-EBS:VolumeP-IOPS.piops,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-EBS:VolumeUsage,$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon),Amazon Elastic Compute Cloud,65.00806422020047,0.05000000000000003,1300.1612906521912
USW2-EBS:VolumeUsage,Tax for product code AmazonEC2 usage type USW2-EBS:VolumeUsage,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-EBS:VolumeUsage.gp2,$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon),Amazon Elastic Compute Cloud,5129.408493799,0.10000000000000006,51294.08493933569
USW2-EBS:VolumeUsage.gp2,Tax for product code AmazonEC2 usage type USW2-EBS:VolumeUsage.gp2,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-EBS:VolumeUsage.piops,$0.125 per GB-month of Provisioned IOPS SSD (io1) provisioned storage - US West (Oregon),Amazon Elastic Compute Cloud,46.68332773619994,0.125,373.46662186230077
USW2-EBS:VolumeUsage.piops,Tax for product code AmazonEC2 usage type USW2-EBS:VolumeUsage.piops,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-EBS:VolumeUsage.st1,$0.045 per GB-month of Throughput Optimized HDD (st1) provisioned storage - US West (Oregon),Amazon Elastic Compute Cloud,22.500000012000143,0.04500000000000086,500.0000000351975
USW2-EBS:VolumeUsage.st1,Tax for product code AmazonEC2 usage type USW2-EBS:VolumeUsage.st1,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-EBSOptimized:c4.8xlarge,$0.00 for 4000 Mbps per c4.8xlarge instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,39.722778000000005
USW2-EBSOptimized:c5.24xlarge,$0.00 for 14000 Mbps per c5.24xlarge instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,25.939167
USW2-EBSOptimized:c5.2xlarge,$0.00 for 1750 Mbps per c5.2xlarge instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,61.448889
USW2-EBSOptimized:g4dn.xlarge,$0.00 for 700 Mbps per g4dn.xlarge instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,27.919446
USW2-EBSOptimized:m5.24xlarge,$0.00 for 14000 Mbps per m5.24xlarge instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,71.73249999999999
USW2-EBSOptimized:m5.2xlarge,$0.00 for 1700 Mbps per m5.2xlarge instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,122.89111000000001
USW2-EBSOptimized:m5.8xlarge,$0.00 for 5000 Mbps per m5.8xlarge instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,19.139167
USW2-EBSOptimized:m5.large,$0.00 for 480 Mbps per m5.large instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,66.647778
USW2-EBSOptimized:m5a.4xlarge,$0.00 for 2120 Mbps per m5a.4xlarge instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,206.07749999999996
USW2-EBSOptimized:p2.xlarge,$0.00 for 750 Mbps per p2.xlarge instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,622.141667
USW2-EBSOptimized:p3.2xlarge,$0.00 for 1750 Mbps per p3.2xlarge instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,2.357222
USW2-EBSOptimized:x1e.4xlarge,$0.00 for 1750 Mbps per x1e.4xlarge instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,241.4275
USW2-ECS-EC2-GB-Hours,Amazon ECS - EC2 Launch Type - Memory GB hours  - US West (Oregon),Amazon EC2 Container Service,0.0,0.0,36080.93467834487
USW2-ECS-EC2-vCPU-Hours,Amazon ECS - EC2 Launch Type - vCPU hours  - US West (Oregon),Amazon EC2 Container Service,0.0,0.0,18594.159691213263
USW2-ES:GP2-Storage,$0.135 per GB-month of general purpose provisioned storage - USW2,Amazon Elasticsearch Service,555.189676086601,0.13500000000000145,4112.516119034959
USW2-ES:GP2-Storage,Tax for product code AmazonES usage type USW2-ES:GP2-Storage operation ESDomain,Amazon Elasticsearch Service,0.0,,1.0
USW2-ES:PIOPS,$0.088 per IOPS-month provisioned - USW2,Amazon Elasticsearch Service,4662.935483872141,0.08800000000000047,52987.9032258526
USW2-ES:PIOPS,Tax for product code AmazonES usage type USW2-ES:PIOPS operation ESDomain,Amazon Elasticsearch Service,0.0,,1.0
USW2-ES:PIOPS-Storage,$0.169 per GB-month of PIOPS provisioned storage - USW2,Amazon Elasticsearch Service,1279.4117745464966,0.1689999999999978,7570.483873164284
USW2-ES:PIOPS-Storage,Tax for product code AmazonES usage type USW2-ES:PIOPS-Storage operation ESDomain,Amazon Elasticsearch Service,0.0,,1.0
USW2-ESInstance:c5.2xlarge,$0.502 per c5.2xlarge.elasticsearch instance hour (or partial hour) - USW2,Amazon Elasticsearch Service,2240.9279999999885,0.5020000000000057,4464.0
USW2-ESInstance:c5.2xlarge,"Elasticsearch, c5.2xlarge.elasticsearch reserved instance applied",Amazon Elasticsearch Service,0.0,0.0,4464.0
USW2-ESInstance:c5.2xlarge,Tax for product code AmazonES usage type USW2-ESInstance:c5.2xlarge operation ESDomain,Amazon Elasticsearch Service,0.0,,1.0
USW2-ESInstance:m5.large,$0.142 per m5.large.elasticsearch instance hour (or partial hour) - USW2,Amazon Elasticsearch Service,156.48400000000038,0.14200000000000035,1102.0
USW2-ESInstance:m5.large,"Elasticsearch, m5.large.elasticsearch reserved instance applied",Amazon Elasticsearch Service,0.0,0.0,3306.0
USW2-ESInstance:m5.large,Tax for product code AmazonES usage type USW2-ESInstance:m5.large operation ESDomain,Amazon Elasticsearch Service,0.0,,1.0
USW2-ESInstance:m5.xlarge,$0.283 per m5.xlarge.elasticsearch instance hour (or partial hour) - USW2,Amazon Elasticsearch Service,631.656000000002,0.28299999999999553,2232.0
USW2-ESInstance:m5.xlarge,Tax for product code AmazonES usage type USW2-ESInstance:m5.xlarge operation ESDomain,Amazon Elasticsearch Service,0.0,,1.0
USW2-ESInstance:r5.12xlarge,$4.46 per r5.12xlarge.elasticsearch instance hour (or partial hour) - USW2,Amazon Elasticsearch Service,1297.8600000000042,4.4600000000000115,291.0
USW2-ESInstance:r5.12xlarge,Tax for product code AmazonES usage type USW2-ESInstance:r5.12xlarge operation ESDomain,Amazon Elasticsearch Service,0.0,,1.0
USW2-ESInstance:r5.2xlarge,$0.743 per r5.2xlarge.elasticsearch instance hour (or partial hour) - USW2,Amazon Elasticsearch Service,3.715,0.743,5.0
USW2-ESInstance:r5.2xlarge,Tax for product code AmazonES usage type USW2-ESInstance:r5.2xlarge operation ESDomain,Amazon Elasticsearch Service,0.0,,1.0
USW2-ESInstance:r5.4xlarge,$1.487 per r5.4xlarge.elasticsearch instance hour (or partial hour) - USW2,Amazon Elasticsearch Service,272.12099999999964,1.486999999999998,183.0
USW2-ESInstance:r5.4xlarge,Tax for product code AmazonES usage type USW2-ESInstance:r5.4xlarge operation ESDomain,Amazon Elasticsearch Service,0.0,,1.0
USW2-ESInstance:r5.large,$0.186 per r5.large.elasticsearch instance hour (or partial hour) - USW2,Amazon Elasticsearch Service,299.08799999999997,0.18600000000000325,1608.0
USW2-ESInstance:r5.large,Tax for product code AmazonES usage type USW2-ESInstance:r5.large operation ESDomain,Amazon Elasticsearch Service,0.0,,1.0
USW2-EU-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from EU (Ireland),Amazon Elastic Compute Cloud,0.0,0.0,0.0005925285999999966
USW2-EU-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from EU (Ireland),Amazon Simple Storage Service,0.0,0.0,0.0011176904999999954
USW2-EU-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to EU (Ireland),Amazon Elastic Compute Cloud,1.5473400000000003e-05,0.01999999999999999,0.0007737441
USW2-EU-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to EU (Ireland),Amazon Simple Storage Service,2.131999999999996e-06,0.020000000000000014,0.0001065384999999997
USW2-EUC1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from EU (Germany),Amazon Elastic Compute Cloud,0.0,0.0,0.0003041568000000003
USW2-EUC1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from EU (Germany),Amazon Simple Storage Service,0.0,0.0,0.0010894527000000027
USW2-EUC1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to EU (Germany),Amazon Elastic Compute Cloud,1.1412300000000114e-05,0.01999999999999968,0.0005708398000000016
USW2-EUC1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to EU (Germany),Amazon Simple Storage Service,2.0799999999999953e-06,0.020000000000000014,0.00010393999999999969
USW2-EUN1-AWS-In-Bytes,USD 0.0 per GB for EUN1-AWS-In-Bytes in EU (Stockholm),Amazon Elastic Compute Cloud,0.0,0.0,4.856599999999997e-06
USW2-EUN1-AWS-In-Bytes,USD 0.0 per GB for EUN1-AWS-In-Bytes in EU (Stockholm),Amazon Simple Storage Service,0.0,0.0,0.0009607936000000013
USW2-EUN1-AWS-Out-Bytes,USD 0.02 per GB for EUN1-AWS-Out-Bytes in EU (Stockholm),Amazon Elastic Compute Cloud,4.744999999999999e-07,0.019999999999999997,2.37562e-05
USW2-EUN1-AWS-Out-Bytes,USD 0.02 per GB for EUN1-AWS-Out-Bytes in EU (Stockholm),Amazon Simple Storage Service,1.8511999999999968e-06,0.020000000000000014,9.25065999999998e-05
USW2-EUS1-AWS-In-Bytes,USD 0 per GB for USW2-EUS1-AWS-In-Bytes in EU (Milan),Amazon Elastic Compute Cloud,0.0,0.0,3.1674e-06
USW2-EUS1-AWS-In-Bytes,USD 0 per GB for USW2-EUS1-AWS-In-Bytes in EU (Milan),Amazon Simple Storage Service,0.0,0.0,0.0004970521000000004
USW2-EUS1-AWS-Out-Bytes,USD 0.02 per GB for USW2-EUS1-AWS-Out-Bytes in EU (Milan),Amazon Elastic Compute Cloud,4.0809999999999996e-07,0.019999999999999997,2.04073e-05
USW2-EUW2-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from EU (London),Amazon Elastic Compute Cloud,0.0,0.0,0.00010074209999999985
USW2-EUW2-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from EU (London),Amazon Simple Storage Service,0.0,0.0,0.0010733324999999988
USW2-EUW2-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to EU (London),Amazon Elastic Compute Cloud,1.0752799999999998e-05,0.020000000000000014,0.0005377331999999998
USW2-EUW2-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to EU (London),Amazon Simple Storage Service,2.121599999999995e-06,0.020000000000000014,0.00010601879999999969
USW2-EUW3-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from EU (Paris),Amazon Elastic Compute Cloud,0.0,0.0,0.0003430028999999998
USW2-EUW3-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from EU (Paris),Amazon Simple Storage Service,0.0,0.0,0.0010711117999999977
USW2-EUW3-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to EU (Paris),Amazon Elastic Compute Cloud,4.4959e-06,0.02000000000000001,0.0002248151000000001
USW2-EUW3-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to EU (Paris),Amazon Simple Storage Service,2.0903999999999953e-06,0.020000000000000014,0.0001044596999999997
USW2-ElasticIP:IdleAddress,$0.00 per Elastic IP address not attached to a running instance for the first hour,Amazon Elastic Compute Cloud,0.0,0.0,1.0
USW2-ElasticIP:IdleAddress,$0.005 per Elastic IP address not attached to a running instance per hour (prorated),Amazon Elastic Compute Cloud,3.714999999999943,0.004999999999999923,743.0
USW2-ElasticIP:IdleAddress,Tax for product code AmazonEC2 usage type USW2-ElasticIP:IdleAddress,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-FreeEventsRecorded,0.0 per free event recorded in US West (Oregon) region,AWS CloudTrail,0.0,0.0,4331880.0
USW2-HeavyUsage:c5.2xlarge.elasticsearch,Tax for product code AmazonES usage type USW2-HeavyUsage:c5.2xlarge.elasticsearch operation ESDomain,Amazon Elasticsearch Service,0.0,,1.0
USW2-HeavyUsage:c5.2xlarge.elasticsearch,"USD 0.168 hourly fee per Elasticsearch, c5.2xlarge.elasticsearch instance",Amazon Elasticsearch Service,749.952,0.168,4464.0
USW2-HeavyUsage:m5.large.elasticsearch,Tax for product code AmazonES usage type USW2-HeavyUsage:m5.large.elasticsearch operation ESDomain,Amazon Elasticsearch Service,0.0,,1.0
USW2-HeavyUsage:m5.large.elasticsearch,"USD 0.048 hourly fee per Elasticsearch, m5.large.elasticsearch instance",Amazon Elasticsearch Service,214.272,0.048,4464.0
USW2-InactivePipelines,1 per month per inactive pipeline,AWS Data Pipeline,4.99999992,1.0,4.99999992
USW2-InactivePipelines,Tax for product code datapipeline usage type USW2-InactivePipelines,AWS Data Pipeline,0.0,,1.0
USW2-IncludedTP-MiBpsHrs,USD $0.00 per MiBps-Mo for throughput included with Standard storage (USW2),Amazon Elastic File System,0.0,0.0,0.048828124800000185
USW2-InstanceUsage:db.m4.xlarge,$0.365 per RDS db.m4.xlarge instance hour (or partial hour) running PostgreSQL,Amazon Relational Database Service,271.5600000000028,0.36500000000000377,744.0
USW2-InstanceUsage:db.m4.xlarge,Tax for product code AmazonRDS usage type USW2-InstanceUsage:db.m4.xlarge operation CreateDBInstance:0014,Amazon Relational Database Service,0.0,,1.0
USW2-InstanceUsage:db.t2.medium,$0.068 per RDS db.t2.medium instance hour (or partial hour) running MariaDB,Amazon Relational Database Service,50.59199999999967,0.06799999999999956,744.0
USW2-InstanceUsage:db.t2.medium,$0.068 per RDS db.t2.medium instance hour (or partial hour) running MySQL,Amazon Relational Database Service,50.59199999999967,0.06799999999999956,744.0
USW2-InstanceUsage:db.t2.medium,$0.073 per RDS db.t2.medium instance hour (or partial hour) running PostgreSQL,Amazon Relational Database Service,54.31200000000027,0.07300000000000036,744.0
USW2-InstanceUsage:db.t2.medium,Tax for product code AmazonRDS usage type USW2-InstanceUsage:db.t2.medium operation CreateDBInstance:0002,Amazon Relational Database Service,0.0,,1.0
USW2-InstanceUsage:db.t2.medium,Tax for product code AmazonRDS usage type USW2-InstanceUsage:db.t2.medium operation CreateDBInstance:0014,Amazon Relational Database Service,0.0,,1.0
USW2-InstanceUsage:db.t2.medium,Tax for product code AmazonRDS usage type USW2-InstanceUsage:db.t2.medium operation CreateDBInstance:0018,Amazon Relational Database Service,0.0,,1.0
USW2-InstanceUsage:db.t2.small,$0.036 per RDS db.t2.small instance hour (or partial hour) running PostgreSQL,Amazon Relational Database Service,26.784000000000276,0.03600000000000037,744.0
USW2-InstanceUsage:db.t2.small,Tax for product code AmazonRDS usage type USW2-InstanceUsage:db.t2.small operation CreateDBInstance:0014,Amazon Relational Database Service,0.0,,1.0
USW2-InstanceUsage:db.t2.xlarge,$0.290 per RDS db.t2.xlarge Single-AZ instance hour (or partial hour) running PostgreSQL,Amazon Relational Database Service,215.75999999999883,0.2899999999999984,744.0
USW2-InstanceUsage:db.t2.xlarge,Tax for product code AmazonRDS usage type USW2-InstanceUsage:db.t2.xlarge operation CreateDBInstance:0014,Amazon Relational Database Service,0.0,,1.0
USW2-LCUUsage,$0.006 per used Network load balancer capacity unit-hour (or partial hour),Amazon Elastic Compute Cloud,4.133952962400002,0.005999999999999929,688.9921600149004
USW2-LCUUsage,$0.008 per used Application load balancer capacity unit-hour (or partial hour),Amazon Elastic Compute Cloud,0.0107826297,0.008000000000000005,1.3478274454999999
USW2-LCUUsage,Tax for product code AmazonEC2 usage type USW2-LCUUsage operation LoadBalancing:Application,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-LCUUsage,Tax for product code AmazonEC2 usage type USW2-LCUUsage operation LoadBalancing:Network,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-Lambda-GB-Second,"AWS Lambda - Compute Free Tier - 400,000 GB-Seconds - US West (Oregon)",AWS Lambda,0.0,0.0,32969.38124999999
USW2-LoadBalancerUsage,$0.0225 per Application LoadBalancer-hour (or partial hour),Amazon Elastic Compute Cloud,50.22000000000054,0.02250000000000043,2232.0
USW2-LoadBalancerUsage,$0.0225 per Network LoadBalancer-hour (or partial hour),Amazon Elastic Compute Cloud,63.855000000001134,0.02250000000000043,2838.0
USW2-LoadBalancerUsage,$0.025 per LoadBalancer-hour (or partial hour),Amazon Elastic Compute Cloud,93.0,0.025000000000000015,3720.0
USW2-LoadBalancerUsage,Tax for product code AmazonEC2 usage type USW2-LoadBalancerUsage operation LoadBalancing,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-LoadBalancerUsage,Tax for product code AmazonEC2 usage type USW2-LoadBalancerUsage operation LoadBalancing:Application,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-LoadBalancerUsage,Tax for product code AmazonEC2 usage type USW2-LoadBalancerUsage operation LoadBalancing:Network,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-MES1-AWS-In-Bytes,USD0.0 per GB for  in Middle East (Bahrain),Amazon Elastic Compute Cloud,0.0,0.0,1.68609e-05
USW2-MES1-AWS-In-Bytes,USD0.0 per GB for  in Middle East (Bahrain),Amazon Simple Storage Service,0.0,0.0,0.0004956557000000007
USW2-MES1-AWS-Out-Bytes,USD0.02 per GB for  in Middle East (Bahrain),Amazon Elastic Compute Cloud,9.798000000000003e-07,0.02,4.89876e-05
USW2-Multi-AZUsage:db.m5.xl,$0.712 per RDS db.m5.xlarge Multi-AZ instance hour (or partial hour) running PostgreSQL,Amazon Relational Database Service,529.7279999999943,0.7119999999999923,744.0
USW2-Multi-AZUsage:db.m5.xl,Tax for product code AmazonRDS usage type USW2-Multi-AZUsage:db.m5.xl operation CreateDBInstance:0014,Amazon Relational Database Service,0.0,,1.0
USW2-Multi-AZUsage:db.t2.medium,$0.146 per RDS db.t2.medium Multi-AZ instance hour (or partial hour) running PostgreSQL,Amazon Relational Database Service,108.62400000000054,0.1460000000000007,744.0
USW2-Multi-AZUsage:db.t2.medium,Tax for product code AmazonRDS usage type USW2-Multi-AZUsage:db.t2.medium operation CreateDBInstance:0014,Amazon Relational Database Service,0.0,,1.0
USW2-NatGateway-Bytes,$0.045 per GB Data Processed by NAT Gateways,Amazon Elastic Compute Cloud,34.39160205160003,0.04500000000000086,764.2578233578005
USW2-NatGateway-Bytes,Tax for product code AmazonEC2 usage type USW2-NatGateway-Bytes operation NatGateway,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-NatGateway-Hours,$0.045 per NAT Gateway Hour,Amazon Elastic Compute Cloud,66.96000000000127,0.04500000000000086,1488.0
USW2-NatGateway-Hours,Tax for product code AmazonEC2 usage type USW2-NatGateway-Hours operation NatGateway,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-Node:dc2.large,$0.250 per Redshift Dense Compute Large (DC2.L) Compute Node-hour (or partial hour),Amazon Redshift,1858.729165,0.25,7434.91666
USW2-Node:dc2.large,Tax for product code AmazonRedshift usage type USW2-Node:dc2.large operation RunComputeNode:0001,Amazon Redshift,0.0,,1.0
USW2-PaidEventsAnalyzed,$0.000004 per CloudTrail event analyzed in US West (Oregon) region,Amazon GuardDuty,12.694652000000003,4.0000000000000625e-06,3173663.0
USW2-PaidEventsAnalyzed,Tax for product code AmazonGuardDuty usage type USW2-PaidEventsAnalyzed,Amazon GuardDuty,0.0,,1.0
USW2-PaidEventsAnalyzed-Bytes,$1.00 per GB for the first 500 GB / month of data analyzed US West (Oregon) region,Amazon GuardDuty,42.82495561850002,1.0,42.82495561850002
USW2-PaidEventsAnalyzed-Bytes,Tax for product code AmazonGuardDuty usage type USW2-PaidEventsAnalyzed-Bytes,Amazon GuardDuty,0.0,,1.0
USW2-ProvisionedTP-MiBpsHrs,Tax for product code AmazonEFS usage type USW2-ProvisionedTP-MiBpsHrs,Amazon Elastic File System,0.0,,1.0
USW2-ProvisionedTP-MiBpsHrs,USD $6.00 per MiBps-Mo for Provisioned Throughput (USW2),Amazon Elastic File System,599.7070314720045,6.0,99.9511719120012
USW2-RDS:ChargedBackupUsage,$0.095 per additional GB-month of backup storage exceeding free allocation,Amazon Relational Database Service,23.8852917683,0.09500000000000006,251.42412387630003
USW2-RDS:ChargedBackupUsage,Tax for product code AmazonRDS usage type USW2-RDS:ChargedBackupUsage,Amazon Relational Database Service,0.0,,1.0
USW2-RDS:GP2-Storage,$0.115 per GB-month of provisioned GP2 storage,Amazon Relational Database Service,83.94999999600087,0.1149999999999992,730.0000000007967
USW2-RDS:GP2-Storage,Tax for product code AmazonRDS usage type USW2-RDS:GP2-Storage operation CreateDBInstance,Amazon Relational Database Service,0.0,,1.0
USW2-RDS:Multi-AZ-PIOPS,$0.20 per IOPS-month of Multi-AZ Provisioned IOPS,Amazon Relational Database Service,399.9999999984064,0.20000000000000012,1999.9999999919646
USW2-RDS:Multi-AZ-PIOPS,Tax for product code AmazonRDS usage type USW2-RDS:Multi-AZ-PIOPS operation CreateDBInstance,Amazon Relational Database Service,0.0,,1.0
